id,state,name,address_line1,address_line2,city,district,pin_code
1773,Tamil Nadu,"National College, Tiruchirappalli - 620 001.",Dindigul Road,Karumandapam,Tiruchirapalli - 620 001.,Tiruchirappalli,620001
1774,Tamil Nadu,National Engineering College,K.R.NAGAR,KOVILPATTI,KOVILPATTI,Thoothukkudi,628503
1775,Tamil Nadu,"NATIONAL INSTITUTE OF FASHION TECHNOLOGY, CHENNAI","NIFT Campus, Rajiv Gandhi Salai,","Taramani, Chennai",Chennai,Chennai,600113
1776,Tamil Nadu,NATIONAL INSTITUTE OF POLYTECHNIC UDAYARPALAYAM,"JAYANKONDAM, KARADIKULAM-PO,","UDAYARPALAYAM-TK,ARIYALUR-DT-621802",JAYANKONDAM,Ariyalur,621802
1777,Tamil Nadu,"NATIONAL INSTITUTE OF SIDDHA (Inst. Code - 183), TAMBARAM SANITORIUM, CHENNAI",GST Road,"Tambaram, Sanatorium",Chennai,Chennai,600047
1778,Tamil Nadu,"National Institute of Technology, Tiruchirapalli",TIRUCHIRAPPALLI,TAMIL NADU,TIRUCHIRAPPALLI,Tiruchirappalli,620015
1779,Tamil Nadu,"Navalar Na. Mu. Venkatasamy Nattar Thiruvarul Kalloori, Thanjavur - 613 003","Kabilar Nagar,","Vennatrankarai, Palliagraharam",Thanjavur - 613 003,Thanjavur,613003
1780,Tamil Nadu,Navarasam Arts and Science College For Women,Arachalur,Arachalur(Po),Erode,Erode,638101
1781,Tamil Nadu,"NAVODHAYA COLLEGE OF EDUCATION , KRISHNAGIRI","NO:188/3,KODIYALAM,T.KOTHAPALLI","SEVAGANAPALLI(PO),HOSUR(TK)",HOSUR,Krishnagiri,635103
1782,Tamil Nadu,NAYAGI INSTITUTE OF NURSING VELLORE,VK ROAD PERNAMBUT,GUDIYATHAM,PERNAMBUT,Vellore,635810
1783,Tamil Nadu,NAZARETH COLLEGE OF ARTS AND SCIENCE,Kovilpathagai Main Road,"Kanadaplayam, Avadi",Chennai,Chennai,600062
1784,Tamil Nadu,Nazareth College of Education for Women,"Kovilpathagai Main Road, Kannadapalayam,","Avadi, Chennai-62",Chennai,Chennai,600062
1785,Tamil Nadu,"Nazareth Margoschis College, Pillaiyanmanai, Nazareth - 628 617, Thoothukudi Dist",NAZARETH MARGOSCHIS COLLEGE AT PILLAIYANMANAI,PILLAIYANMANAI,NAZARETH,Thoothukkudi,628617
1786,Tamil Nadu,NAZIA COLLEGE OF ARTS & SCIENCE,Sethu Institute of Engineering Technology Campus,S.Kallupatti,Kariapatti,Virudhunagar,626106
1787,Tamil Nadu,NDM TEACHER TRAINING INSTITUTE KAGITHAPATTADAL,"No,45 Lic colony",Kagithapattadai,Vellore,Vellore,632012
1788,Tamil Nadu,Nehru Arts and Science College,"""Nehru Gardans""",Thirumalayampalayam,Coimbatore - 641 105,Coimbatore,641105
1789,Tamil Nadu,NEHRU COLLEGE OF AERONAUTICS & APPLIED SCIENCES COIMBATORE,"451 D, Palakkad Main Road,",Kuniyamuthur,Coimbatore,Coimbatore,641008
1790,Tamil Nadu,Nehru College of Management,Nehru Gardens,Thirumalayam Paalayam,Coimbatore - 641 105,Coimbatore,641105
1791,Tamil Nadu,"NEHRU COLLEGE OF NURSING (Inst. Code - 326), TRICHIRAPALLI","S.F NO.440/2B, INAMKULATHUR,","TRICHY-DINDIGUL ROAD,",TRICHIRAPALLI,Tiruchirappalli,621303
1792,Tamil Nadu,"NEHRU COLLEGE OF NURSING (Inst. Code - 555), TRICHY","S.F.No.440/2B, Inamkulathur, Trichy-Dindigul Road, Trichy-621 303",NA,Tiruchirappalli,Tiruchirappalli,621303
1793,Tamil Nadu,Nehru Institute of Engineering and Technology,Nehru Gardens,Thirumalayampalayam,Coimbatore,Coimbatore,641105
1794,Tamil Nadu,Nehru Institute of Information Technology and Management,Nehru Gardens,T.M Palayam,Coimbatore,Coimbatore,641105
1795,Tamil Nadu,Nehru Institute of Management Studies,NEHRU GARDENS,THIRUMALAYAMPALAYAM,COIMBATORE,Coimbatore,641105
1796,Tamil Nadu,NEHRU MEMORIAL COLLEGE OF EDUCATION,"1/1.College Road, Abinimangalam",Musiri Taluk,Trichy,Tiruchirappalli,621007
1797,Tamil Nadu,"Nehru Memorial College, Puthanampatti - 621 007.",Puthanampatti (Post),Musiri (Taluk),Tiruchirappalli,Tiruchirappalli,621007
1798,Tamil Nadu,"NEHRU NURSING COLLEGE (Inst. Code - 210), VALLIOOR, TIRUNELVELI","POST.BOX.NO.3,NEHRU NAGAR","TIRUCHENDUR ROAD,",VALLIOOR,Tirunelveli,627117
1799,Tamil Nadu,Nehru School of Architecture,451 D Nehru College Campus,Palakkad Main Road,"Kuniamuthur,Coimbatore-641008",Coimbatore,641008
1800,Tamil Nadu,NELLIANDAVAR INSTITUTE OF TECHNOLOGY,NERUNJIKORAI,PUDHUPALAYAM,ARIYALUR-6,Ariyalur,621704
1801,Tamil Nadu,"Nesamony Memorial Christian College, Marthandam - 629 165, Kanyakumari Dist.",Marthandam,NA,NA,Kanniyakumari,629165
1802,Tamil Nadu,"Nethaji Subash Chandra Bose College, Thiruvarur- 614 001.",Kaveri Nagar,Senthamangalam,Thiruvarur,Thiruvarur,610001
1803,Tamil Nadu,NETHAJI SUBASH CHANDRA BOSE POLYUTECHNIC COLLEGE KEELAKAVATHUKUDY,"Mahatma Gandhi nagar,",Senthgamangalam,Tiruvarur,Thiruvarur,610001
1804,Tamil Nadu,NEW CAPE POLYTECHNIC COLLEGE BOOTHAPANDY,NEAR MUPPANDAL,ARALVOIMOZHY,NAGERCOIL,Kanniyakumari,629301
1805,Tamil Nadu,NEW COLLEGE,Association Gardens,"No: 87, Peters Road, Royapettah",Chennai,Chennai,600014
1806,Tamil Nadu,New Ideal College of Education,"Chettiyuranipatti , Poolangulathupatti (Post)","Ramjee Nagar(Via),",Trichy - 620 009,Tiruchirappalli,620009
1807,Tamil Nadu,New Millennium College of Education,Kumarapettai,Pathirikuppam Post,Cuddalore,Cuddalore,607401
1808,Tamil Nadu,NEW PRINCE SHRI BHAVANI ARTS AND SCIENCE COLLEGE,"PATEL ROAD,","MEDAVAKKAM,",CHENNAI - 100,Chennai,600100
1809,Tamil Nadu,New Prince Shri Bhavani College of Engineering and Technology,"Vengaivasal Main Road, Gowrivakkam",NA,Chennai,Kancheepuram,600073
1810,Tamil Nadu,Newton College of Education,Pappakoil,Nagapattinam,Nagapattinam,Nagapattinam,611001
1811,Tamil Nadu,"NICHI-IN-CENTRE FOR REGENERATIVE MEDICINE (NCRM),","C30, III Floor, LOYOLA-ICAM College of Engineering and Technology (LICET)","Loyola College Campus, Nungambakkam",Chennai,Chennai,600034
1812,Tamil Nadu,NIFT-TEA College of Knitwear Fashion,"East of TEKIC, TEA Nagar",Mudalipalayam,Tiruppur,Tiruppur,641606
1813,Tamil Nadu,"NIGHTINGALE INSTITUTE OF NURSING EDUCATION (Inst. Code - 302), COIMBATORE","MGR NAGAR MADUKKARAI MARKET ROAD,MADUKKARAI",NA,COIMBATORE,Coimbatore,641105
1814,Tamil Nadu,"NILGIRI COLLEGE OF ARTS AND SCIENCE, THE NILGIRIS","THALOOR, KONNACHAL POST, 643239.","THALOOR, KONNACHAL POST, 643239.",NIL,The Nilgiris,643239
1815,Tamil Nadu,Nirmala College for Women,Red Fields,Coimbatore-641 018,Coimbatore,Coimbatore,641018
1816,Tamil Nadu,"NITRA INSTITUTE OF SLEEP SCIENCES (Inst. Code - 513), CHENNAI",Door No. 29 Plot No. 1997,"J block, 13th Main Road","Annanagar, Chennai",Chennai,600040
1817,Tamil Nadu,NKR Government Arts College for Women,N.K.R. GOVT. ARTS COLLEGE FOR WOMEN,TRICHY ROAD,NAMAKKAL,Namakkal,637001
1818,Tamil Nadu,"NKT TEACHER TRAINING INSTITUTE , CHENNAI","No.41,Dr.Besant Road",Triplicane,Chennai,Chennai,600005
1819,Tamil Nadu,NMS SVN College of Education,"Theni main road,","Nagamalai,",Madurai,Madurai,625019
1820,Tamil Nadu,"Noorul Islam Centre for Higher Education, Kanyakumari","Noorul Islam Centre for Higher Education,Kumaracoil,Thucklay","K.k dist, 629180",Nagercoil,Kanniyakumari,629180
1821,Tamil Nadu,"Noorul Islam College of Arts & Science, Kumaracoil, Thuckalay 629 175, Nagercoil.","Kumaracoil, Villukuri P.O, 629180, Thuckalay, K.K. District.",-,Nagercoil,Kanniyakumari,629180
1822,Tamil Nadu,NOORUL ISLAM POLYTECHNIC COLLEGE THIRUVITHAMCODE,PUNKARAI,THIRUVITHAMCODE,NAGERCOIL,Kanniyakumari,629174
1823,Tamil Nadu,"NOVA TEACHER TRAINING INSTITUTE . SELVAPURAM, , COIMBATORE","Selvapuram, Jothipuram (post), Coimbatore- 641047","Selvapuram, Jothipuram (post), Coimbatore-641047",coimbatore,Coimbatore,641047
1824,Tamil Nadu,NPA CENTENARY POLYTECHNIC COLLEGE,SAKTHI MALAI,NA,KOTAGIRI - 643217,The Nilgiris,643217
1825,Tamil Nadu,"NPV ARTS AND SCIENCE COLLEGE, CUDDALORE","thenpathi,",srimushnam,srimushnam (post),Cuddalore,608703
1826,Tamil Nadu,O.P.R Memorial College of Education,Suddha Sanmarga Nilayam,"Neyveli Main Road, Vadalur - 607 303.",Vadalur,Cuddalore,607303
1827,Tamil Nadu,"O.P.R. MEMORIAL COLLEGE OF PARA MEDICAL SCIENCES (Inst. Code - 338), CUDDALORE","NEYVELI MAIN ROAD, VADALUR-607 303","NEYVELI MAIN ROAD, VADALUR-607 303",VADALUR,Cuddalore,607303
1828,Tamil Nadu,O.P.R. MEMORIAL INSTITUTE OF TEACHER TRAINING VADALUR,"Nyeveli Main Road,",Nil,Vadalur - 607 303,Cuddalore,607303
1829,Tamil Nadu,OAS Institute of Technology and Management Group of Institutions (New),Tiruchy -Thraiyur Main Road,PULIVALAM,Tiruchirappalli District,Tiruchirappalli,621006
1830,Tamil Nadu,"Odaiaappa Engineering College, Theni",P.T.R.Palanivelrajan Nagar,Vadapudhupatti Panchayathu,Theni - 625 531,Theni,625531
1831,Tamil Nadu,"OM MURUGA COLLEGE OF ARTS AND SCIENCE , SINGIRIPATTI","Neethipuram Road, Kolathur - Post","Mettur Taluk, Salem District",Mettur,Salem,636303
1832,Tamil Nadu,"OM SAKTHI COLLEGE OF NURSING (Inst. Code - 324), DHARMAPURI","A REDDIHALLI, SOGATHUR VILLAGE, PENNAGARMA MAIN ROAD, DHARMAPURI 636801",OM SAKTHI HOSPITAL NO 4 SENGODIPURAM DHARMAPURI 636701,DHARMAPURI,Dharmapuri,636801
1833,Tamil Nadu,OM SHANTHI TEACHER TRAINING INSTITUTE GOVINDUMETT PERAMBUDUR,"Govindamettu Street,","No.51, Nemili, Valarpuram post, Sriperumbudur",Sriperumbudur,Kancheepuram,602105
1834,Tamil Nadu,Om Shanti College of Education,"No.41, Govinda Mettu Street, Sriperumbudur - 602 105.","No.51, Nemili, Sriperumbudur - 602 015.",Kanchipuram,Kancheepuram,602105
1835,Tamil Nadu,"OMAYAL ACHI COLLEGE OF NURSING (Inst. Code - 045), CHENNAI","NO:45, AMBATTUR ROAD,","PUZHAL,",CHENNAI,Chennai,600066
1836,Tamil Nadu,"OMAYAL ACHI COLLEGE OF NURSING (Inst. Code - 375), CHENNAI","NO: 45, AMBATTUR ROAD, PUZHAL, CHENNAI-66",NA,CHENNAI,Chennai,600066
1837,Tamil Nadu,Omm Muruga College of Education,"No.136, Pottaveli","Kurinjipadi, Cuddalore",Cuddalore,Cuddalore,607302
1838,Tamil Nadu,"OOA-MAVMM SCHOOL OF MANAGEMENT, MADURAI","8/226, Alagarkovil - Melur Road, Kidaripatti Post",Alagarkovil Via,Madurai,Madurai,625301
1839,Tamil Nadu,OOLIYASTHANAM TEACHER TRAINING INSTITUTE,"38E, Tenkasi Road, Palayapettai, Gandhi Nagar, (Po),",Tirunelveli - 627008.,Tirunelveli,Tirunelveli,627008
1840,Tamil Nadu,ORIENTAL TEACHER TRAINING INSTITUTE UTHANGUDI NEAR MATTUTHAVANI BUS STAND,114-c Uthangudi,Near Mattuthavani Busstand,Madurai,Madurai,625107
1841,Tamil Nadu,OUR LADY DOLOURS TEACHER TRAINING INSTITUTE DINDIGUL,"Sub collector Office Road, Opposite to the court, Dindigul-1","Sub collector Office Road, Opposite to the court, Dindigul-1",Dindigul,Dindigul,624001
1842,Tamil Nadu,"OUR LADY OF HEALTH COLLEGE OF NURSING (Inst. Code - 305), THANJAVUR","VOC Nagar,Trichy Main Road, Thanjavr -613007","VOC Nagar,Trichy Main Road, Thanjavr -613007",Thanjavur,Thanjavur,613007
1843,Tamil Nadu,OUR LADY SCHOOL OF NURSING DINDIGUL,"ST. JOSEPH HOSPITAL, DINDIGUL,624001.","Trichy Road, Dindigul, 624001.",DINDIGUL,Dindigul,624001
1844,Tamil Nadu,Oxford College of Education,Pirattiyur,Karumandapam,Tiruchirappalli,Tiruchirappalli,620009
1845,Tamil Nadu,Oxford College of Engineering,VENMANI POLUR,NA,NA,Tiruvannamalai,606803
1846,Tamil Nadu,Oxford Engineering College,Pirattiyur,NA,Trichy,Tiruchirappalli,620009
1847,Tamil Nadu,"OXFORD TEACHER TRAINING INSTITUTE, TRICHY",Pirattiyur,Karumandapam,Tiruchirappalli,Tiruchirappalli,620009
1848,Tamil Nadu,P A C RAMASAMY RAJA POLYTECHNIC COLLEGE VENGANALLUR PANCHAYAT,KUMARASAMY RAJA NAGAR - POST,RAJAPALAYAM,RAJAPALAYAM,Virudhunagar,626108
1849,Tamil Nadu,P A POLYTECHNIC COLLEGE POLLACHI,"PALLADAM ROAD, PULIAMPATTI",POLLACHI - 642002,POLLACHI,Coimbatore,642002
1850,Tamil Nadu,P K R Arts College for Women,Post Box No.21,"127, PARIYUR ROAD",GOBICHETTIPALAYAM,Erode,638476
1851,Tamil Nadu,P M R Engineering College,Adayalampattu,Maduravoyal,Chennai,Thiruvallur,600095
1852,Tamil Nadu,P S B POLYTECHNIC COLLEGE THIRUPORUR,"NO:46,THAIYUR B VILLAGE",KELAMBAKKAM,CHENNAI,Kancheepuram,603103
1853,Tamil Nadu,"P S COLLEGE OF NURSING (Inst. Code - 301), KANYAKUMARI","Puthuvilai, Thalakulam","Puthuvilai, Thalakulam",Neyyoor,Kanniyakumari,629802
1854,Tamil Nadu,P S G POLYTECHNIC COLLEGE PEELAMEDU,PEELAMEDU,COIMBATORE-641004,COIMBATORE,Coimbatore,641004
1855,Tamil Nadu,P S N R A M POLYTECHNIC COLLEGE FOR GIRLS DEVADHANAM,"No. 5, Sankaranpillai Road",Post Box No. : 349,Tiruchirappalli,Tiruchirappalli,620002
1856,Tamil Nadu,P S R POLYTECHNIC COLLEGE APPAYANAYAKEN PATTI,APPAYANAYAKENPATTI,SEVALPATTI POST,SIVAKASI - 626 140,Virudhunagar,626140
1857,Tamil Nadu,P T LEE CHENGALVARAYA NAICKER POLYTECHNIC COLLEGE PURASAIWALKAM,NO: 2&3 EVK SAMPATH SALAI,"VEPERY, CHENNAI - 600007",Chennai,Chennai,600007
1858,Tamil Nadu,P V POLYTECHNIC COLLEGE PELAKUPPAM,"GINGEE ROAD,PELAKUPPAM VILLAGE",TINDIVANAM-604 001,TINDIVANAM,Viluppuram,604001
1859,Tamil Nadu,P.A. College of Education,"PALLADAM MAIN ROAD, PULIYAMPATTI","PALLADAM MAIN ROAD, PULIYAMPATTI",POLLACHI,Coimbatore,642002
1860,Tamil Nadu,P.A.College of Engineering and Technology,"Palladam Road, Puliampatti",Pollachi,Coimbatore,Coimbatore,642002
1861,Tamil Nadu,P.B. College of Engineering,"Chennai-Bangalore Highway, Irungkattukottai, Sriperumbudur(T.K)",NA,Chennai-602117,Kancheepuram,602117
1862,Tamil Nadu,P.D.R. Vellachiammal College of Education,"SEKKAMPATTI, HARUR-636 902","SEKKAMPATTI, HARUR-636 902",HARUR,Dharmapuri,636902
1863,Tamil Nadu,P.G.P College of Arts & Science,"NH-7, NAMAKKAL-KARUR MAIN ROAD, PARAMATHY,",NAMAKKAL DT-637207,NAMAKKAL,Namakkal,637207
1864,Tamil Nadu,"P.G.P. COLLEGE OF PHARMACEUTICAL SCIENCE & RESEARCH INSTITUTE (Inst. Code - 280), NAMAKKAL","NH 7, NAMAKKAL KARUR MAIN ROAD",NA,NAMAKKAL,Namakkal,637207
1865,Tamil Nadu,"P.G.P.COLLEGE OF NURSING & RESEARCH (Inst. Code - 230), NAMAKKAL","NH-7,NAMAKKAL,KARUR MAIN ROAD,NAMAKKAL","PGP EDUCATIONAL WELFARE SOCIETY,NO.57,STERLING RO/",NAMAKKAL,Namakkal,637207
1866,Tamil Nadu,P.K.D. College of Education,KULLAKKAPALAYAM PRIVU,"ACHIPATTI (p.o), POLLACHI",POLLACHI,Coimbatore,642002
1867,Tamil Nadu,P.K.D. TTI POLLACHI,"Kullakkapalayam Pirivu, Achipatti",NA,pollachi,Coimbatore,642002
1868,Tamil Nadu,P.K.N. COLLEGE OF ARTS & SCIENCE,Thirumangalam T.K,NA,Madurai District,Madurai,625706
1869,Tamil Nadu,P.M.T. COLLEGE,USILAMPATTI,NA,USILAMPATTI-625532,Madurai,625532
1870,Tamil Nadu,"P.M.T. College, Melaneelithanallur, Sankarankoil- 627 755.","A.R.P NAGAR,",MELANEELITHANALLUR,SANKARANKOVIL,Tirunelveli,627755
1871,Tamil Nadu,P.P.G TEACHER TRAINING INSTITUTE SARAVANAMPATTI,9/1 keeranatham Road,saravanampatti(po),coimbatore-35,Coimbatore,641035
1872,Tamil Nadu,P.P.G. College of Education,"9/1, Keeranatham Road",Saravanampatty Post,Coimbatore,Coimbatore,641035
1873,Tamil Nadu,"P.P.G. COLLEGE OF NURSING (Inst. Code - 154), COIMBATORE","9/1 Keeranatham pirivu,Saravanampatty",NA,Coimbatore,Coimbatore,641035
1874,Tamil Nadu,"P.P.G. COLLEGE OF PHYSIOTHERAPY (Inst. Code - 146), COIMBATORE",9/1 KEERANATHAM ROAD,SARAVANAMPATTI,COIMBATORE 35,Coimbatore,641035
1875,Tamil Nadu,P.R. Engineering College,"Thanjavur - Trichy Highways,","Vallam, Thanjavur - 613 403.",Thanjavur,Thanjavur,613403
1876,Tamil Nadu,P.S. MUTHU COLLEGE OF ARTS & SCIENCE,"Sukkangalpatty Main Road,",Chinnamanur(via),Chinnamanur,Theni,625540
1877,Tamil Nadu,P.S.A COLLEGE OF ATS AND SCIENCE (CO.ED),Naikanahalli (vill),Solaikottai (po),Dharmapuri,Dharmapuri,636704
1878,Tamil Nadu,P.S.G PONAMMAL TEACHER TRAINING INSTITUTE KANGAYAM,GOUNDAMPALAYAM,COVAI ROAD,KANGAYAM,Tiruppur,638701
1879,Tamil Nadu,"P.S.G. COLLEGE OF NURSING (Inst. Code - 109), COIMBATORE","Avinashi Road, Peelamedu Coimbatore 641 004 Tamil Nadu India.",NA,Coimbatore,Coimbatore,641004
1880,Tamil Nadu,"P.S.G. COLLEGE OF PARAMEDICAL SCIENCES (Inst. Code - 172), COIMBATORE","POST BOX NO.1674, PEELAMEDU, COIMBATORE-641004",NA,COIMBATORE,Coimbatore,641004
1881,Tamil Nadu,"P.S.G. COLLEGE OF PHARMACY (Inst. Code - 126), COIMBATORE",AVINASHI ROAD,PEELAMEDU,COIMBATORE,Coimbatore,641004
1882,Tamil Nadu,"P.S.G. INSTITUTE OF MEDICAL SCIENCES & RESEARCH (Inst. Code - 012), COIMBATORE","Post Box No 1674, Peelamedu",NA,Coimbatore-641004,Coimbatore,641004
1883,Tamil Nadu,P.S.G.PONNAMMAL POLYTECHNIC COLLEGE,goundampalayam,"coimbatore road,",kangayam,Tiruppur,638701
1884,Tamil Nadu,P.S.N INSTITUTE OF TECHNOLOGY MARUNGOOR,0,0,NAGERCOIL,Kanniyakumari,629402
1885,Tamil Nadu,P.S.N. POLYTECHNIC COLLEGE -MELATHEDIYOOR,MELATHEDYOOR,PALAYAMKOTTAI,TIRUNELVELI,Tirunelveli,627152
1886,Tamil Nadu,"P.S.N.A. College of Engineering and Technology, Dindigul",KOTHANDARAMAN NAGAR,DINDIGUL 624 622,DINDIGUL,Dindigul,624622
1887,Tamil Nadu,P.S.R.Engineering College,APPAYANAICKENPATTY,SEVALPATTI,SIVAKASI,Virudhunagar,626140
1888,Tamil Nadu,P.S.R.Rengasamy College of Engineering for Women,"Appayanaickenpatti,Sevalpatti,Sivakasi-626140","Appayanaickenpatti,Sevalpatti,Sivakasi-626140",Sivakasi,Virudhunagar,626140
1889,Tamil Nadu,P.S.V.College of Engineering and Technology,"Mittapalli, Balinayanapalli Post",NA,Krishnagiri,Krishnagiri,635108
1890,Tamil Nadu,P.S.Y. College of Education,Thirumonsolai(Post),"Arasanoor,Sivaganga(Dist)",Sivaganga,Sivaganga,630561
1891,Tamil Nadu,P.T. Lee Chengalvaraya Naicker College of Engineering and Technology,"Oovery, Chengalvaraya Naicker Nagar",Veliyur Post,Kancheepuram,Kancheepuram,631502
1892,Tamil Nadu,Paavaai Group of Institutions,"Paavai Vidhya Nagar, NH-7,R.Puliyampatti,","Puduchatram(Post), Namakkal-637 018",Namakkal,Namakkal,637018
1893,Tamil Nadu,Paavai College of Education,"PAAVAI NAGAR, NH-7",PACHAL,NAMAKKAL,Namakkal,637018
1894,Tamil Nadu,Paavai College of Engineering,"NH 7, Pachal",NA,Namakkal,Namakkal,637018
1895,Tamil Nadu,Paavai Engineering College,"Paavai Nagar,NH-7",Pachal,Namakkal,Namakkal,637018
1896,Tamil Nadu,PAAVAI POLYTECHNIC COLLEGE PACHAL,"NH-7, Paavai Nagar",Pachal,Namakkal,Namakkal,637018
1897,Tamil Nadu,Paavendar College of Arts & Science,Manivizhundhan south,Attur (tk),Salem,Salem,636121
1898,Tamil Nadu,PAAVENDHAR POLYTECHNIC COLLEGE MINIVIZHUNDHAN SOUTH,"MANIVIZHUNDHAN SOUTH,","ATTUR TK, SALEM DT,PIN 636121",SALEM,Salem,636121
1899,Tamil Nadu,PACHAIYAPPAS COLLEGE CHENNAI,"113, EVR PERIYAR HIGH ROAD",SHENOY NAGAR,CHENNAI,Chennai,600030
1900,Tamil Nadu,PACHAIYAPPAS COLLEGE FOR MEN,Periyar Nagar,Little Kanchipuram,Kanchipuram,Chennai,631501
1901,Tamil Nadu,PACHAIYAPPAS COLLEGE FOR WOMEN,"Vegavathi nathi road, Kanchipuram - 631501",---,Kanchipuram,Chennai,631501
1902,Tamil Nadu,Pachamuthu College of Arts & Science for Women,krishnagiri main road,old dharmapuri,Dharmapuri-636 701,Dharmapuri,636701
1903,Tamil Nadu,Pachamuthu College of Education,Krishnagiri main Road,Hale Dharmapuri(P.O),Dharmapuri,Dharmapuri,636701
1904,Tamil Nadu,PADALESUWARAR POLYTECHNIC COLLEGE MANJAKUPPAM,"K.K.NAGAR, VANNARAPALAYAM",NA,CUDDALORE,Cuddalore,607001
1905,Tamil Nadu,"PADMASHRI Dr. SIVANTHI ADITANAR COLLEGE OF NURSING (Inst. Code - 468), THOOTHUKUDI","PADMASHRI DR.SIVANTHI ADITANAR COLLEGE OF NURSING , TIRUCHENDUR (TK),THOOTHUKUDI(DIST)","73I,PDMASHRI DR. SIVANTHI ADITANAR STAFF QUARTERS,TIRUCHENDUR(TK),THOOTHUKUDI (DIST),628215.",TIRUCHENDUR,Thoothukkudi,628215
1906,Tamil Nadu,"PADMASREE COLLEGE OF NURSING (Inst. Code - 287), KANCHEEPURAM",Padmasree College of Nursing,"No.20A, Masilamani Nagar, Walajabad, Kanchipuram Dt., 631605",Walajabad,Kancheepuram,631605
1907,Tamil Nadu,"PADMASREE COLLEGE OF NURSING (Inst. Code - 379), KANCHEEPURAM","No.20A, Masilamani Nagar, Walajabad - Kanchipuram Main Road,","Walajabad, Kanchipuram Dt., - 631605",Kanchipuram,Kancheepuram,631605
1908,Tamil Nadu,Padmavani Arts & Science College for (W),"Opp, Periyar University",Kottagoundampatty post,Salem,Salem,636011
1909,Tamil Nadu,Padmavani College of Education,opp. periyar University Salem,Salem-636011,Salem,Salem,636011
1910,Tamil Nadu,"PADMAVATHI COLLEGE OF NURSING (Inst. Code - 088), DHARMAPURI",Periyanahalli,Dharmapuri,Dharmapuri,Dharmapuri,635205
1911,Tamil Nadu,"PADMAVATHI COLLEGE OF PHARMACY (Inst. Code - 104), DHARMAPURI",KRISHNAGIRI MAIN ROAD,PERIYANAHALLI,DHARMAPURI,Dharmapuri,635205
1912,Tamil Nadu,"PADMAVATHI COLLEGE OF PHYSIOTHERAPY (Inst. Code - 089), DHARMAPURI",Periyanahalli Post,Palacode Taluk,Dharmapuri,Dharmapuri,635205
1913,Tamil Nadu,PALANIAMMAL TEACHER TRAINING INSTITUTE POLLACHI,Valparai Main Road,Angalakurichi,Pollachi,Coimbatore,642007
1914,Tamil Nadu,Pallavan College of Education,"Melmonavoor, (NH-46)",Vellore Dt - 632 010.,Vellore,Vellore,632010
1915,Tamil Nadu,Pallavan College of Engineering,Thimmasamudram,Whitegate,Kanchipuram,Kancheepuram,631502
1916,Tamil Nadu,PALLAVAN POLYTECHNIC COLLEGE KOLIVAKKAM,KOLIVAKKAM,IYYENGARKULAM,KANCHIPURAM,Kancheepuram,631502
1917,Tamil Nadu,PANDIYAN POLYTECHNIC COLLEGE ADHIYUR VILLAGE,ADHIYUR VILLAGE,ELAVAMPATTI (PO),TIRUPATTUR,Vellore,635602
1918,Tamil Nadu,"Pandiyan Saraswathi Yadav Engineering College, Arasanoor, Sivagangai","Madurai - Sivagangai Road,",Arasanoor Village,Thirumansoali Post,Sivaganga,630561
1919,Tamil Nadu,Panimalar Engineering College,"Bangalore Trunk Road , Varadharajapuram ,Nazarethpet,Poonamallee,Chennai-600123",NA,Chennai,Thiruvallur,600123
1920,Tamil Nadu,Panimalar Institute of Technology,"391, BANGALORE TRUNK ROAD","VARADHARAJAPURM, NAZARETHPETTAI, POONAMALLEE",CHENNAI,Thiruvallur,600123
1921,Tamil Nadu,PANIMALAR POLYTECHNIC COLLEGE -,"23, Railway Colony II Street,","Nelson Manickam Road,",Chennai - 600 029.,Chennai,600029
1922,Tamil Nadu,"Pannai College of Engineering and Technology, Manamadurai, Sivagangai Dist","No.296,Keelakandani,Manamadurai Rd Sivagangai, 630561","Manamadurai Rd Sivagangai,","Sivagangai,",Sivaganga,630561
1923,Tamil Nadu,PANNAIKADU VEERAMMAL PARAMASIVAM COLLEGE,PVP NAGAR.K.SINGARAKOTTAI(PO) DINDIGUL-BATLAGUNDU HIGHWAY,"PVP NAGAR,K.SINGARAKOTTAI(PO),DINDIGUL-BATLAGUNDU-HIGHEAY",DINDIGUL,Dindigul,624708
1924,Tamil Nadu,"Pannaikkadu Veerammal Paramasivam College of Engineering and Technology for Women, Dindigul",PVP NAGAR,BATLAGUNDU DINDIGUL HIGHWAY,K.SINGARAKOTTAI,Dindigul,624708
1925,Tamil Nadu,Paramveer College of Education,"Paramvee Nagar ,",Pauparapatty post - 636 809,Dharmapuri,Dharmapuri,636809
1926,Tamil Nadu,PARAMVEER POLYTECHNIC COLLEGE PAPPARAPATTY,PAUPPARAPATTI,DHARMAPURI,DHARMAPURI,Dharmapuri,636809
1927,Tamil Nadu,Parasakthi College of Education,S.Kottaipatti - 625527,Sedapatti (Via),Peraiyur (Tk),Madurai,625527
1928,Tamil Nadu,"PARIMALA PANDURANGAN POLYTECHNIC COLLEGE, CHITHATHUR, WALAJAPET",55 CHITHATHUR VILLAGE,WALAJA,VELLORE,Vellore,632501
1929,Tamil Nadu,PARIMALA SCHOOL OF NURSING TUTICORIN,"2/115B, New Town, Iyaneri Post, Kovilpatti, Tuticorin-628502",NA,Kovilpatti,Thoothukkudi,628502
