id,state,name,address_line1,address_line2,city,district,pin_code
1,Tamil Nadu,21ST CENTURY INTERNATIONAL SCHOOL TRUST KANJIRANGAL,"Rani Velunachiyar Nagar,",Kanchirangal,Sivagangai,Sivaganga,630562
2,Tamil Nadu,A C T College of Engineering and Technology,BUKKATHURAI - UTHIRAMERUR HIGH ROAD,NELVOY,MADURANTHAGAM TALUK,Kancheepuram,603107
3,Tamil Nadu,A M K TECHNOLOGY POLYTECHNIC COLLEGE CHEMBARAMBAKKAM,"CHENNAI-BANGALORE ROAD,",SEMBARAMBAKKAM - 600 123,CHENNAI,Thiruvallur,600123
4,Tamil Nadu,A R Engineering College,Vadakuchipalayam,Kappiyampuliyur Post,Villupuram,Viluppuram,605601
5,Tamil Nadu,A R J POLYTECHNIC COLLEGE EDAYARNATHAM,THIRUMAKKOTTAI MAIN ROAD,"EDAYARNATHAM,SERANGULAM POST.",MANNARGUDI-614 001,Thiruvarur,614001
6,Tamil Nadu,A R M College of Engineering and Technology,"Sattamangalam, Maraimalai Nagar",Chengalpattu- Tk,Chennai,Kancheepuram,603209
7,Tamil Nadu,A V C C POLYTECHNIC COLLEGE MANNAMPANDAL,MANNAMPANDAL,MAYILADUTHURAI - 609 305,MAYILADUTHURAI,Nagapattinam,609305
8,Tamil Nadu,A V S TEACHER TRAINING INSTITTUTE RAMALINGAPURAM,"Attur Main Road,",Ramalingapuram,Salem,Salem,636106
9,Tamil Nadu,A. D. J. DHARMAMBAL POLYTECHNIC COLLEGE NAGAPATTINAM,KADAMBADI,NAGAPATTINAM,NAGAPATTINAM,Nagapattinam,611001
10,Tamil Nadu,"A.A. Government Arts College, Musiri - 621 201.",Arignar Anna Government Arts College,Musiri - 621 211,Tiruchirappalli,Tiruchirappalli,621211
11,Tamil Nadu,A.C. College of Technology Campus,"Sardar Patel Road, Anna University, Chennai - 600 025.",NA,Chennai,Chennai,600025
12,Tamil Nadu,"A.D.M. College for Women, Nagapattinam - 611 001.","No.1, Cooks Road, Velippalayam, Nagapattinam","N0.1, Cooks Road, Velippalayam, Nagapattinam",Nagapattinam,Nagapattinam,611001
13,Tamil Nadu,A.G. Arts and Science College,"1/294-4,Avinashipalayam Post,South Avinashipalayam Village,",Dharapuram and Koduvai Main Road,Tiruppur,Tiruppur,638660
14,Tamil Nadu,A.G. College of Education,"1-294/3,Avinashipalayam(Po),Koduvai(Via),Tirupur District",NA,Tirupur,Coimbatore,638660
15,Tamil Nadu,A.G. TRUST TEACHER TRAINING INSTITUTE TIRUPUR,"1/294-1,A.G.Trust,Avinashipalayam Post,Dharapuram and Koduvai Mani Road,Tiruppur - 638660",NA,Tiruppur,Tiruppur,638660
16,Tamil Nadu,A.K.C. COLLEGE OF ARTS & SCIENCE,"ANAND NAGAR, KRISHNANKOIL - 626 126",NA,SRIVILLIPUTTUR,Virudhunagar,626126
17,Tamil Nadu,A.K.D. DHARMARAJA COLLEGE FOR WOMEN,THE PRINCIPAL,A.K.D. DHARMARAJA WOMEN'S COLLEGE,RAJAPALAYAM,Virudhunagar,626117
18,Tamil Nadu,A.K.T. Memorial College of Education,A.K.T Nagar,Neelamangalam,Kallakurichi,Viluppuram,606202
19,Tamil Nadu,A.K.T. Memorial College of Engineering & Technology,NEELAMANGALAM,KALLAKURICHI,KALLAKURICHI,Viluppuram,606202
20,Tamil Nadu,A.K.T. MEMORIAL POLYTECHNIC COLLEGE KALLKURICHI,"A.K.T. NAGAR,","NEELAMANGALAM VILLAGE,",KALLAKURICHI,Viluppuram,606202
21,Tamil Nadu,A.M.E.S. College of Education,"Reddythoppu, Ambur - 635802 (Vellore District)",NA,NA,Vellore,635802
22,Tamil Nadu,A.P.A. COLLEGE OF ARTS & CULTURE,DINDIGUL ROAD,DINDIGUL DISTRICT,PALANI,Dharmapuri,624601
23,Tamil Nadu,"A.P.C.Mahalakshmi College, Ettayapuram Road, Tuticorin - 628 002.",ETTAYAPURAM ROAD,THOOTHUKUDI,THOOTHUKUDI,Thoothukkudi,628002
24,Tamil Nadu,"A.R.C. Viswanathan College, Mayiladuthurai, Nagapattinam - 609 003.",Panangattu street,Near Railway Junction,Mayiladuthurai,Nagapattinam,609003
25,Tamil Nadu,A.R.J. College of Engineering and Technology,"Thirumakkottai Main Road , Edayarnatham Village,","Sundarakottai post, Mannargudi TK,",Thiruvarur,Thiruvarur,614001
26,Tamil Nadu,A.R.J. Institute of Management Studies,"Thirumakkottai main road,Edayarnatham village",sundarakottai po,Mannargudi,Thiruvarur,614001
27,Tamil Nadu,A.S. College of Education,"No-9, saraswathy nagar,","kannanur. Kokkulam (post), checkanurani.",Madurai,Madurai,625514
28,Tamil Nadu,"A.T.S.V.S. (AKILA THIRUVITHAMCORE SIDDHA VAIDHYA KALLOORI) SIDDHA MEDICAL COLLEGE AND HOSPITAL (Inst. Code - 199), MUNCHIRAI, KANNIYAKUMARI",Munchirai,Pudukkadai Post,Marthandam,Kanniyakumari,629171
29,Tamil Nadu,A.V.C. College of Engineering,Mayiladuthurai,Mannampandal,Mayiladuthurai,Nagapattinam,609305
30,Tamil Nadu,"A.V.C. College, Mannampandal, Mayiladuthurai - 609 305.",Mannampandal - 609305,NA,Mayiladuthurai,Nagapattinam,609305
31,Tamil Nadu,A.V.P. College of Arts and Science,No. 4 Chettipalayam,T.M.Poondi Post,Tirupur,Tiruppur,641652
32,Tamil Nadu,A.V.S College of Arts & Science,Ramalingapuram,Attur main road,Salem,Salem,636106
33,Tamil Nadu,A.V.S. College of Education,Attur MainRoad,Ramalingapuram,Salem-636 106,Salem,636106
34,Tamil Nadu,"A.V.V.M. Sri Pushpam College, Poondi - 613 503.",A.Veeriya Vandayar Memoriyal Sri Pushpam (Autonomous) College.,"Poondi - 613 503, Thanjavur - Dt.",Thanjavur.,Thiruvarur,613503
35,Tamil Nadu,AAA COLLEGE OF ENGINEERING AND TECHNOLOGY,KAMARAJAR EDUCATIONAL ROAD,AMATHUR,SIVAKASI,Virudhunagar,626005
36,Tamil Nadu,"AAB COLLEGE OF NURSING (Inst. Code - 344), TIRUVANNAMALAI","Arni Road, Thellur, Kilkuvalaivedu Post",NA,vandavasi,Tiruvannamalai,604404
37,Tamil Nadu,"Aadhavan Arts and Science College, Alathur Village, Chettiyappatty Panchayat, Manapparai (Tk), Tiruchirappalli - 621 306.",Aavarampatty,621307,Manapparai,Tiruchirappalli,621307
38,Tamil Nadu,"AADHI BHAGAWAN COLLEGE OF PHARMACY (Inst. Code - 281), RANTHAM, THIRUVANNAMALAI",Rantham Village,Cheyyar Taluk,Thiruvannamalai,Tiruvannamalai,604407
39,Tamil Nadu,Aalim Muhammed Salegh College of Engineering,"NIZARA EDUCATIONAL CAMPUS,","MUTHAPUDUPET, AVADI I A F,",CHENNAI,Thiruvallur,600055
40,Tamil Nadu,AALIM MUHAMMED SALEGH POLYTECHNIC COLLEGE AVADI,""" Nizara Educational Campus """,Muthapudupet,Chennai,Thiruvallur,600055
41,Tamil Nadu,AAROORAN POLYTECHNIC COLLEGE SURRAKUDI,"Mayiladuthurai road, Sorakkudy","Kangalancherry, Thiruvarur-610101.",Thiruvarur,Thiruvarur,610101
42,Tamil Nadu,Aarupadai Veedu Institute of Technology,"Rajiv Gandhi Salai(OMR),Paiyanoor",Tamilnadu,Chennai,Kancheepuram,603104
43,Tamil Nadu,AASEE TEACHER TRAINING INSTITUTTE THIRUMANILAYUR,"305/1, KARUR - COVAI ROAD","ARAVAKKURUCHI TALUK, PAVITHRAM POST",KARUR,Karur,639002
44,Tamil Nadu,"ABI & ABI College, Vayalur, Thanjavur - 613 003","Abi & Abi Nagar, Vayalur,Thanjavur","Kumbakonam Main Road,Vayalur",Thanjavur,Thanjavur,613003
45,Tamil Nadu,"Academy of Maritime Education and Training, Chennai","135, East Coast Road",Kanathur,Chennai,Kancheepuram,603112
46,Tamil Nadu,ACADEMY OF SCIENTIFIC & INNOVATIVE RESEARCH,"AcSIR Coordination Office, CSIR-Central Road Research Institute","CRRI P.O, Delhi-Mathura Road",New Delhi,Chennai,110025
47,Tamil Nadu,ACHARYA POLYTECHNIC COLLEGE -VELLARIVELLI,"Poolam Patti Main Road,Vellarivelli (post)",Edappadi-T.K,Salem,Salem,637101
48,Tamil Nadu,"Adaikala Matha College, Arun Nagar, Vam, Thanjavur - 613 403.",Arun Nagar,Vallam,Thanjavur,Thanjavur,613403
49,Tamil Nadu,ADAIKALAMATHA INSTITUTE OF TEACHER EDUCATION VALLAM,arun nagar,vallam,Thanjavur,Thanjavur,613403
50,Tamil Nadu,Adharsh Vidhyalaya College of Education,Adharsh Nagar,Paruvachi PO - 638 312,Bhavani,Erode,638312
51,Tamil Nadu,Adharsh Vidyalaya College of Arts and Science for Women,Adharsh Nagar,Paruvachi PO,Bhavani TK,Erode,638312
52,Tamil Nadu,Adhi College of Engineering and Technology,"No.6, Munu adhi Nagar",Sankarapuram,Kanchipuram,Kancheepuram,631605
53,Tamil Nadu,"ADHIPARASAKTHI AGRICULTURAL COLLEGE, VELLORE","G.B.Nagar,",Kalavai-632506,Vellore,Vellore,632506
54,Tamil Nadu,Adhiparasakthi College of Education,G.B.Nagar,Kalavai,Vellore,Vellore,632506
55,Tamil Nadu,Adhiparasakthi College of Engineering,G.B. Nagar,Kalavai,NA,Vellore,632506
56,Tamil Nadu,"ADHIPARASAKTHI COLLEGE OF NURSING (Inst. Code - 083), KANCHEEPURAM",MELMARUVATHUR,MELMARUVATHUR,CHENNAI,Kancheepuram,603319
57,Tamil Nadu,"ADHIPARASAKTHI COLLEGE OF PHARMACY (Inst. Code - 076), KANCHEEPURAM",Melmaruvathur - 603 319,Melmaruvathur,Melmaruvathur,Kancheepuram,603319
58,Tamil Nadu,"ADHIPARASAKTHI COLLEGE OF PHYSIOTHERAPY AND PARAMEDICAL SCIENCES (Inst. Code - 107), KANCHEEPURAM",MELMARUVATHUR,MEMARUVATHUR,NA,Kancheepuram,603319
59,Tamil Nadu,"ADHIPARASAKTHI DENTAL COLLEGE AND HOSPITAL (Inst. Code - 197), KANCHEEPURAM",MELMARUVATHUR,MELMARUVATHUR,KANCHEEPURAM DISTRICT,Kancheepuram,603319
60,Tamil Nadu,Adhiparasakthi Engineering College,Melmaruvathur,cheyyur Taluk,603319,Kancheepuram,603319
61,Tamil Nadu,ADHIPARASAKTHI POLYTECHNIC COLLEGE MELMARUVATHUR,ADHIPARASAKTHI POLYTECHNIC COLLEGE MELMARUVATHUR,CHEYYUR TALUK,MELMARUVATHUR,Kancheepuram,603319
62,Tamil Nadu,"ADHITHYA POLYTECHNIC COLLEGE RAMAKOODAL, SALEM",RAMAKOODAL PULLAGOUNDAMPATTI PO,THEVUR VIA SANKAGIRI TK,SALEM,Salem,637104
63,Tamil Nadu,Adhiyamaan College of Education,Dr.M.G.R. Nagar,Hosur,Hosur,Krishnagiri,635109
64,Tamil Nadu,ADHIYAMAAN POLYTECHNIC COLLEGE DR M G R NAGAR HOSUR,"Dr.M.G.R. NAGAR,",HOSUR - 635 109.,HOSUR - 635 109.,Krishnagiri,635109
65,Tamil Nadu,"ADHIYAMAN ARTS AND SCIENCE COLLEGE FOR WOMEN, SRINIVASA NAGAR",Srinivasa Nagar,Uthangarai Tk,"Krishnagiri Dt,pin code:635207",Krishnagiri,635207
66,Tamil Nadu,ADI PARASAKTHI POLYTECHNIC COLLEGE ERUMIYAMPATTI VILLAGE,KOKKARAPATTI POST,PAPPIREDDIPATTI TK,HARUR,Dharmapuri,636905
67,Tamil Nadu,"Adiparasakthi college of arts&Science,(Autonomous),G.B.Nagar,Kalavai-632506",Adhiparasakthi college of arts &Science(Autonomous),"G.B.Nagar,Kalavai-632506,Vellore(D.T)",vellore,Vellore,632001
68,Tamil Nadu,"Aditanar College of Arts & Science, Virapandianpattinam, Tiruchendur - 628 216 Thoothukudi District.",VIRAPANDIANPATNAM,TIRUCHENDUR,TIRUCHENDUR,Thoothukkudi,628216
69,Tamil Nadu,Adithya Institute of Technology,"SF No. 344, Sathy Road,Kurumbapalayam Post,",S.S.Kulam,Coimbatore,Coimbatore,641107
70,Tamil Nadu,Adiyaman College of Engineering,Dr. M G R Nagar,AERI Campus,Hosur,Krishnagiri,635109
71,Tamil Nadu,AET Arts & Science College,APPASAMUTHIRAM,NARASINGAPURAM(PO),ATTUR(TK),Salem,636108
72,Tamil Nadu,AGNI SCHOOL OF BUSINESS EXCELLENCE,"NH-45, Trichy Road,","Morepatty, Vadamadurai",Dindigul,Madurai,624802
73,Tamil Nadu,AGRA College of Education,"AGRA GARDEN,",Chozhempettai,Mayiladuthurai,Nagapattinam,609003
74,Tamil Nadu,AGRICULTURAL COLLEGE AND RESEARCH INSTITUTE,AGRICULTURAL COLLEGE AND RESEARCH INSTITUTE,KUDUMIYANMALAI,PUDUKKOTTAI,Pudukkottai,622104
75,Tamil Nadu,"Agricultural College and Research Institute, Coimbatore",Tamil Nadu Agricultural University,Coimbatore - 641003,Coimbatore,Coimbatore,641003
76,Tamil Nadu,"Agricultural College and Research Institute, Madurai",Agricultural College and Research Institute,pin-625104,MADURAI,Madurai,625104
77,Tamil Nadu,"AGRICULTURAL COLLEGE AND RESEARCH INSTITUTE, THANJAVUR",AGRICULTURAL COLLEGE & RESEARCH INSTITUTE,"EACHANGKOTTAI, ORTHANAD TALUK",THANJAVUR,Thanjavur,614902
78,Tamil Nadu,"Agricultural College and Research Institute, Thiruvannamalai",Agricultural College & Research institute,Vazhavachanur,Thiruvannamalai - 606 753,Tiruvannamalai,606753
79,Tamil Nadu,"Agricultural College and Research Institute, Thoothukkudi",KILLIKULAM. VALLANAD,THOOTHUKUDI DISTRICT,VALLANAD,Thoothukkudi,628252
80,Tamil Nadu,"Agricultural Engineering College and Research Institute, Coimbatore",Lawley Road,TNAU,Coimbatore,Coimbatore,641003
81,Tamil Nadu,"Agricultural Engineering College and Research Institute, Tiruchirappalli","Pallapuram (Post),",Kumulur,Tiruchirappalli,Tiruchirappalli,621712
82,Tamil Nadu,"Aiman College of Arts & Science for Women, K. Sathanur , Tiruchirappalli - 620 021.",K.Sathanur,Near KK Nagar,Tiruchirappalli,Tiruchirappalli,620021
83,Tamil Nadu,"AISHWARYA COLLEGE OF ENGINEERING AND TECHNOLOGY, ERODE","Errattaikaradu, paruvachi-Post",Bhavani- 638312.,Erode,Erode,638312
84,Tamil Nadu,AISHWARYA POLYTECHNIC COLLEGE PARUVACHI,"Errattaikaradu, Paruvachi,",Bhavani - TK,Erode - 638312,Erode,638312
85,Tamil Nadu,AJK College of Arts and Science,Palakkad Main Road,Navakarai,Coimbatore,Coimbatore,641105
86,Tamil Nadu,AJK Institute of Management,Palakkad Main Road,Navakkarai,Coimbatore,Coimbatore,641105
87,Tamil Nadu,AKILIKA HERBAL INSTITUTE,"161-A, Near Selvam Store",Dindigul Road,Palani,Dindigul,624601
88,Tamil Nadu,Akshaya College of Education,KARTHIGAIPATTI-VILLAGE,MALLI POST-626141,SRIVILLIPUTHUR,Virudhunagar,626141
89,Tamil Nadu,Akshaya College of Engineering and Technology,"Bhagavathipalayam Road, Kinathukadavu, Coimbatore - 642109","Bhagavathipalayam Road, Kinathukadavu, Coimbatore - 642109",Coimbatore,Coimbatore,642109
90,Tamil Nadu,"AKSHAYA INSTITUTE OF MANAGEMENT STUDIES, COIMBATORE",Premier Nagar,Othakkalmandapam(Post),Coimbatore,Coimbatore,641032
91,Tamil Nadu,Aksheyaa College of Engineering,PULUDIVAKKAM,MADHURANTHAGAM,KANCHEEPURAM,Kancheepuram,603314
92,Tamil Nadu,"AL AMEEN COLLEGE OF NURSING (Inst. Code - 292), TIRUVANNAMALAI",Main Road,Somasipadi,Tiruvannamalai,Tiruvannamalai,606611
93,Tamil Nadu,AL AMEEN POLYTECHNIC COLLEGE ERODE,"KARUNDEVANPALAYAM,","NANJAI UTHUKKULI (PO),",ERODE,Erode,638104
94,Tamil Nadu,AL ISLAMIYA POLYTECHNIC COLLEGE,"18 , SENGANOOR VILLAGE","RAJAVUR (VIA) , PENNAGARAM(TK)",DHARMAPURI,Dharmapuri,636810
95,Tamil Nadu,AL-AMAN TEACHER TRAINING INSTITUTE RAJENDRAPURAM,RAJENDRAPURAM,RAJENDRAPURAM,ARANTHANGI,Pudukkottai,614624
96,Tamil Nadu,Al-Ameen College of Education,Main Road,Somasipadi,Tiruvannamalai,Tiruvannamalai,606611
97,Tamil Nadu,Al-Ameen Engineering College,KARUNDEVAN PALAYAM,NANJAI UTHUKULI POST ERODE 638 104,ERODE,Erode,638104
98,Tamil Nadu,"Al-Amen Arts & Science College, Somasipadi-606611",Somasipadi Puthur,Somasipadi,Tiruvannamalai,Tiruvannamalai,606611
99,Tamil Nadu,AL-HIDHAYA WOMENS TREACHER TRAINING INSTITUTE TENKASI,2.8.77/2 COLLEGE ROAD (VIA) TENKASI,ELATHUR-627803,TENKASI,Tirunelveli,627803
100,Tamil Nadu,"ALADI ARUNA COLLEGE OF NURSING (Inst. Code - 337), TIRUNELVELI","Tenkasi tirunelveli Highway, Sivalarkulam (po) alangulam (tk)","Tenkasi tirunelveli Highway, Sivalarkulam (po) alangulam (tk)",Alangulam (tk),Tirunelveli,627853
101,Tamil Nadu,"Alagappa Chettiar College of Engg &Tech, Karaikudi",Alagappapuram post,Karaikudi-630 003,Karaikudi,Sivaganga,630003
102,Tamil Nadu,"Alagappa Government Arts College, Karaikudi",Ilupakudi Village,Karaikudi3,Karaikudi-3,Sivaganga,600003
103,Tamil Nadu,ALAGAPPA POLYTECHNIC COLLEGE -KARAIKUDI,PRINCIPAL,ALAGAPPA POLYTECHNIC COLLEGE,KARAIKUDI,Sivaganga,630004
104,Tamil Nadu,"ALAGAPPA UNIVERSITY EVENING COLLEGE, PARAMAKKUDI",Sourastra Hr Sec School Campus,Madurai Rameshwaram Road,Paramakudi,Ramanathapuram,623707
105,Tamil Nadu,"ALAGAPPA UNIVERSITY EVENING COLLEGE, RAMANATHAPURAM",VELLIPATTINAM POST,VELLIPATTINAM POST,RAMANATHAPURAM,Ramanathapuram,623504
106,Tamil Nadu,"ALAGAPPA UNIVERSITY EVENING COLLEGE, RAMESWARAM",Govt Hr. Sce. Boys School Campus,West Car Street,Rameswaram,Ramanathapuram,626526
107,Tamil Nadu,"ALAGAPPA UNIVERSITY EVENING COLLEGE, THIRUPPUVANAM",1-3D west car street,St Mary's Matric Higher Secondary School Campus,Thiruppuvanam,Ramanathapuram,630611
108,Tamil Nadu,"ALAGAPPA UNIVERSITY EVENING COLLEGE, THONDI",OCEANOGRAPHY AND COSTAL AREA STUDIES,THONDI CAMPUS,THONDI,Ramanathapuram,623409
109,Tamil Nadu,"Alagappa University, Alagappa Nagar, Karaikudi",Alagappapuram,Alagappa Nagar,Karaikudi,Sivaganga,630003
110,Tamil Nadu,All Angels College of Education,Ayyampalayam village,Ayyampalayam post,Tiruvannamalai,Tiruvannamalai,606601
111,Tamil Nadu,ALPHA ARTS AND SCIENCE COLLEGE,"Post Box No: 30, Alpha Nagar,","Thundalam, Porur,",Chennai,Chennai,600116
112,Tamil Nadu,Alpha College of Engineering,"Dr.Grace George Nagar, No.34 Udayaver Koil Street",Thirumazhisai,Chennai,Thiruvallur,600124
113,Tamil Nadu,Alpha Institute of Management,"Pudhu Puliampatty, Paramathi Velur Road,","Chitthalandur Post,",Tiruchengode,Namakkal,637201
114,Tamil Nadu,AM JAIN COLLEGE,MEENAMBAKKAM,NA,CHENNAI,Chennai,600114
115,Tamil Nadu,"Ambai Arts College, Ambasamudram - 627 401, Tirunelveli District.","Alangulam Road, Ambasamudram - 627 401, Tirunelveli District.",ambasamudram,Ambasamudram,Tirunelveli,627401
116,Tamil Nadu,AMBIGA COLLEGE OF ARTS & SCIENCE,AMBIGA COLLEGE CAMPUS ANNA NAGAR MADURAI-625020,NA,MADURAI,Madurai,625020
117,Tamil Nadu,Amerda Vikas College of Education,"NH-7 Salem - Namakkal Main Road, Gajjelnaickenpatty post","Dasanaickenpatty (via), Salem-636201",Salem,Salem,636201
118,Tamil Nadu,Amirtha College of Education,Kunichi Village,Tirupattur Taluk,Tirupattur,Vellore,635602
119,Tamil Nadu,Amirtham College of Education,"Amirtham college Rd,",Vengudi,Walajabad,Kancheepuram,631605
120,Tamil Nadu,"AMIRTHAM TEACHER TRAINING INSTITUTE, WALAJABAD, KANCHIPURAM","Amirtham College Road, Vengudi, Walajabad via",Kanchipuram District,Kanchipuram,Kancheepuram,631605
121,Tamil Nadu,"AMMA POLYTECHNIC COLLEGE VILANGADU, THIRUVARUR","VILANGADU, EDUMBAVANAM(PO),","THIRUTHURAIPOONDI(tk), PIN: 614703",THIRUVARUR,Thiruvarur,614703
122,Tamil Nadu,"AMMAIAPPAR POLYTECHNIC COLLEGE, MEENATCHIYAPURAM",PUNELVELI - MEENATCHIYAPURAM ROAD,MEENATCHIYAPURAM,RAJAPALAYAM TK,Virudhunagar,626111
123,Tamil Nadu,AMMAN COLLEGE OF ARTS & SCIENCE,PILLAIYARNATHAM,DINDIGUL,DINDIGUL,Dindigul,624002
124,Tamil Nadu,Amman College of Education,Pillayarnatham,Dindigul-624 002,Dindigul,Dindigul,624002
125,Tamil Nadu,"Amrita Vishwa Vidyapeetham, Coimbatore",Amrita Nagar Post,Ettimadai,Coimbatore,Coimbatore,641112
126,Tamil Nadu,Amritalaya College of Education,"Chinnamottur Village,","Kethandapatti post, Vaniyambadi road,",Natarampalli Taluk,Vellore,635815
127,Tamil Nadu,Anand Institute of Higher Technology,"Kalasalingam Nagar, Old Mahabalipuram Road",Kazhipattur,Chennai,Kancheepuram,603103
128,Tamil Nadu,Anand School of Architecture,"Kalasalingam Nagar, Old Mahabalipuram Road",Kazhipattur,Chennai,Chennai,603103
129,Tamil Nadu,"Ananda College, Devakottai",Post Box No:3,Devakottai Extension -630 303,Sivaganga,Sivaganga,630303
130,Tamil Nadu,"ANBARASU INST OF MEDICAL AND RESEARCH, CHENNAI","No 82,IInd Main Road,T.T.K.Nagar","Irumbuliyur, Tambaram West",Chennai,Kancheepuram,600045
131,Tamil Nadu,Anbil Dharmalingam Agricultural College and Research Institute,Navalurkuttapattu,Tiruchirappalli 620 009,Tiruchirappalli,Tiruchirappalli,620009
132,Tamil Nadu,Anbu Arts & Science College,"M.G.R NAGR,PALLIPALAYAM ROAD","KOMARAPALAYAM,NAMAKKAL(DT)",NAMAKKAL,Namakkal,638183
133,Tamil Nadu,"ANBU COLLEGE OF NURSING (Inst. Code - 320), KOMARAPALAYAM","M.G.R Nagar,New Pallipalayam Road,Komarapalayam.","M.G.R Nagar,New Pallipalayam Road,Komarapalayam.",Komarapalayam,Namakkal,638183
134,Tamil Nadu,Andavar College of Education,"125/2a Main Road,",Poravachery,Nagapattinam,Nagapattinam,611108
135,Tamil Nadu,"ANDAVAR SCHOOL OF NURSING, NAGAPATTINAM",MAIN ROAD,PORAVACHERRY,NAGAPATTINAM,Nagapattinam,611108
136,Tamil Nadu,ANDAVAR TEACHER TRAINING INSTITUTE FIRST BEACH LINE ROAD,"125/2a MAIN ROAD,PORAVACHERRY",NAGAPATTINAM,NAGAPATTINAM,Nagapattinam,611108
137,Tamil Nadu,Angappa College of Arts and Science,"Pollachi main Road,",Seerapalayam (P.O),coimbatore -105,Coimbatore,641105
138,Tamil Nadu,Angel College of Education,"JSA Gardens, Tirunelveli Road, Muthugudi, Rajapalayam","JSA Gardens, Tirunelveli Road, Muthugudi, Rajapalayam",Rajapalayam,Virudhunagar,626117
139,Tamil Nadu,Angel College of Engineering and Technology,"PK PALAYAM, UGAYANUR VILLAGE, DHARAPURAM MAIN ROAD",TIRUPPUR,TIRUPPUR,Tiruppur,641665
140,Tamil Nadu,"ANGEL POLYTECHNIC COLLEGE, RAJAPALAYAM","570, TIRUNELVELI ROAD, SOUTH VENGANALLUR",RAJAPALAYAM,RAJAPALAYAM,Virudhunagar,626117
141,Tamil Nadu,ANGEL TEACHER TRAINING INSTITUTE RAJAPALYAM,"JSA Garden, Thirunelveli Road, Mudhukudi, Rajapalayam.",----------------------------------------do--------------------------------,Rajapalayam,Virudhunagar,626117
142,Tamil Nadu,Angels College of Education,"Aniyapuram, Aniyapuram Post, 637 017.",Namakkal ( TK ) & ( DT ),Namakkal,Namakkal,637017
143,Tamil Nadu,Anjalai Ammal Mahalingam Engineering College,0,0,Tiruvarur,Thiruvarur,614403
144,Tamil Nadu,ANNA ADARSH COLLEGE FOR WOMEN,"A1, II Street, 9th Main Road,",Anna Nagar,Chennai - 600 040,Chennai,600040
145,Tamil Nadu,ANNA ADARSH TEACHER TRAINING INSTITUTE PONNERI,"84,SAKTHI NAGAR",PONNERI,CHENNAI,Thiruvallur,601204
146,Tamil Nadu,"ANNA ARIVAGAM COLLEGE OF EDUCATION, POCHAMPALLI TALUK",Pudhumottur village,Jingalkadhirampatti Post,Pochampalli Taluk,Dharmapuri,635201
147,Tamil Nadu,"Anna University of Technology Madurai, Dindigul Campus",University College of Engineering - Dindigul,"Mangarai pirivu, Reddiyar Chattram",Dindigul,Dindigul,624622
148,Tamil Nadu,"Anna University of Technology Madurai, Madurai Campus",Anna University Regional Campus Madurai,"SIDCO Industrial Estate, Madurai -625007",Madurai,Madurai,625007
149,Tamil Nadu,"Anna University of Technology Madurai, Ramnad Campus","Pullangudi, Ramanathapuram - 623 513",NA,Ramanathapuram,Ramanathapuram,623513
150,Tamil Nadu,Anna University of Technology Tiruchirappalli - Panruti Campus,"CHENNAI KUMBAKONAM HIGHWAY, PANRUTI",NA,CUDDALORE,Cuddalore,607106
151,Tamil Nadu,Anna University of Technology Tiruchirappalli - Pattukkottai Campus,ECR ROAD,RAJAMADAM POST -614701,PATTUKKOTTAITALUK,Thanjavur,614701
152,Tamil Nadu,Anna University of Technology Tiruchirappalli - Tirukkuvalai Campus,Sattiyagudi Main Road,Kundaiyur,Thirukkuvalai,Nagapattinam,610204
153,Tamil Nadu,"Anna University of Technology, Coimbatore",Anna University Regional Campus Coimbatore,Navavoor,Coimbatore,Coimbatore,641046
154,Tamil Nadu,"Anna University of Technology, Tiruchirappalli - Ariyalur Campus",Kathankudikadu (Vil),Thelur (Post),Ariyalur,Ariyalur,621704
155,Tamil Nadu,"Anna University, Chennai",Sardar Patel Road,NA,Chennai,Chennai,600025
156,Tamil Nadu,Anna Vinayagar College of Education,Main Road,Ganapathipuram,NA,Kanniyakumari,629502
157,Tamil Nadu,ANNAI ARPUTHAM INSTITUTE OF DIPLOMA IN NURSING NAMAKKAL,"N0. 31A ,MOHANUR ROAD , NAMAKKAL",NA,NAMAKKAL,Namakkal,637207
158,Tamil Nadu,Annai Arts & Science College,Nambipatti,Harur,Dharmapuri,Dharmapuri,636903
159,Tamil Nadu,"Annai College of Arts & Science, Kumbakonam-612 503.",Anakudi Road,"Kovilacheri,",Kumbakonam,Thanjavur,612503
160,Tamil Nadu,Annai College of Education,Nambiaptti,H.Doddampatti (Post),Harur,Dharmapuri,636903
161,Tamil Nadu,Annai College of Education,"ANAKUDI ROAD,KOVILACHERI,KUMBAKONAM",THANJAVUR DISTRICT,THANJAVUR,Thanjavur,612503
162,Tamil Nadu,Annai College of Education for Women,"W-7/120, Vellaikaradu",Anaimalayanpatty - 625526,Royappanpatty (PO),Theni,625526
163,Tamil Nadu,Annai College of Engineering and Technology,KOVILACHERI,KUMBAKONAM,KUMBAKONAM,Thanjavur,612503
164,Tamil Nadu,ANNAI COLLEGE OF NURSING (Inst.Code - 595),"Nambipatti,H.Doddampatti(Po)",Harur,Harur,Dharmapuri,636903
165,Tamil Nadu,ANNAI COLLEGE OF POLYTECHNIC KOVILACHERI. KOVILACHERI,"ANAKUDI ROAD,","KOVILACHERI,",KUMBAKONAM,Thanjavur,612503
